EDAD;Gender;Education Level;Job Title;AÑOS EXP;Salario;Class;Salary;Years of Experience;Age
34;Male;Master's Degree;Data Scientist;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;110000,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;110000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;110000,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;110000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;110000,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;110000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;4;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;3;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;110000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;110000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;110000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;110000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;110707,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;110707,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;110707,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;110707,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;111535,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;112000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;112439,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;113000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;113000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;113000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;113000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;113000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;113000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;113000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;113000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;113065,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;113334,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;113334,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;113334,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;113563,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;114290,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;114290,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;114290,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;114776,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;114776,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Bachelor's Degree;Software Engineer;3;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
48;Male;PhD;Director of Data Science;18;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Master's Degree;Data Scientist;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Software Engineer;1;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
32;Male;Master's Degree;Product Manager;7;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Female;Master's Degree;Software Engineer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;Bachelor's Degree;Data Analyst;11;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Bachelor's Degree;Software Engineer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Female;PhD;Director of Data Science;16;115000,00;Medio;De 97001 a 143000;De 15 a 21;De 34 a 41 años
34;Male;Master's Degree;Data Analyst;8;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;PhD;Senior Data Scientist;12;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Female;Bachelor's Degree;Software Engineer;5;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's Degree;Front End Developer;4;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Product Manager;14;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Male;Bachelor's Degree;Software Developer;2;115000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Female;Master's Degree;Data Analyst;9;115000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
28;Male;Master's Degree;Web Developer;5;115920,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
30;Female;Bachelor's Degree;Junior HR Coordinator;4;115920,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
25;Male;Bachelor's Degree;Junior Web Developer;2;117000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
45;Female;Master's Degree;Senior Human Resources Manager;18;117000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
33;Male;PhD;Director of HR;9;117000,00;Medio;De 97001 a 143000;De 8 A 14;De 26 a 33 años
22;Female;High School;Junior HR Generalist;0;117000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
36;Male;Bachelor's Degree;Web Developer;10;117000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
29;Female;Master's Degree;Senior HR Generalist;4;117000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;PhD;Director of HR;16;117000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
27;Female;Bachelor's Degree;Junior HR Coordinator;2;117000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
38;Male;Master's Degree;Senior Human Resources Manager;11;117314,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Web Developer;1;117904,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
31;Male;High School;Junior Web Developer;4;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
39;Female;PhD;Director of HR;13;119000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
26;Male;Bachelor's Degree;Junior HR Generalist;2;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
32;Female;Master's Degree;Senior HR Generalist;7;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Junior Web Developer;2;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
24;Female;High School;Junior HR Generalist;1;119000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
45;Male;PhD;Senior Human Resources Manager;12;119000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
29;Female;Master's Degree;Web Developer;4;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
38;Male;Bachelor's Degree;Senior HR Generalist;8;119000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Master's Degree;Director of HR;5;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
31;Female;High School;Junior HR Coordinator;3;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Male;Master's Degree;Web Developer;10;119000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Female;Bachelor's Degree;Junior Web Developer;2;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
36;Male;Master's Degree;Senior HR Generalist;7;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 34 a 41 años
28;Male;High School;Junior HR Generalist;1;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
33;Female;Bachelor's Degree;Web Developer;5;119000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
46;Male;PhD;Director of HR;15;119224,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
25;Female;Bachelor's Degree;Junior Web Developer;1;119224,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Female;Master's Degree;Senior Human Resources Manager;9;119419,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
30;Male;Master's Degree;Web Developer;4;119836,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
43;Female;PhD;Director of HR;14;119836,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
34;Male;Bachelor's Degree;Junior Web Developer;3;119918,00;Medio;De 97001 a 143000;De 0 a 7;De 34 a 41 años
26;Female;High School;Junior HR Generalist;2;119918,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
41;Male;Master's Degree;Senior HR Generalist;11;119918,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
29;Female;Master's Degree;Web Developer;5;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
35;Male;Bachelor's Degree;Web Developer;6;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 34 a 41 años
27;Female;High School;Junior HR Coordinator;1;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
40;Male;PhD;Director of HR;13;120000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
23;Female;Bachelor's Degree;Junior Web Developer;1;120000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
39;Male;Master's Degree;Senior HR Generalist;10;120000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
31;Male;High School;Junior HR Generalist;2;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
44;Female;PhD;Senior Human Resources Manager;12;120000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
28;Male;Master's Degree;Web Developer;3;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
32;Female;Bachelor's Degree;Junior Web Developer;2;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
45;Male;Master's Degree;Director of HR;14;120000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
26;Female;Bachelor's Degree;Web Developer;3;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
38;Male;PhD;Senior Human Resources Manager;11;120000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
27;Female;Master's Degree;Senior HR Generalist;4;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
33;Male;High School;Junior HR Coordinator;3;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
42;Female;Master's Degree;Director of HR;13;120000,00;Medio;De 97001 a 143000;De 8 A 14;De 42 a 49 años
29;Male;Bachelor's Degree;Junior Web Developer;2;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
36;Female;Master's Degree;Web Developer;7;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 34 a 41 años
30;Male;High School;Junior HR Generalist;1;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 26 a 33 años
43;Female;PhD;Senior Human Resources Manager;15;120000,00;Medio;De 97001 a 143000;De 15 a 21;De 42 a 49 años
34;Male;Bachelor's Degree;Web Developer;4;120000,00;Medio;De 97001 a 143000;De 0 a 7;De 34 a 41 años
25;Female;Master's Degree;Junior HR Generalist;1;120000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
37;Male;PhD;Director of HR;12;120000,00;Medio;De 97001 a 143000;De 8 A 14;De 34 a 41 años
24;Female;Bachelor's Degree;Junior Web Developer;1;120000,00;Medio;De 97001 a 143000;De 0 a 7;Menor o igual a 25
